refined_rfe,count
managingt as lober pneumonia,1
vitamin,1
"myelgia, sore throat",1
wheesing,1
loose stools and vomitting,1
"ughj,sob",1
"ugh,nb",1
"phlebitis/thrombophlebitis,",1
sore trt,1
vom2t diarrhoea,1
01804048054,1
blood diarrhoea,1
dog bite r/leg,1
01804049367,1
"joint pain ,weakness/tiredness general, joint pain",1
ey pain red eyes,1
l/ kj pain 2 weeks,1
lump over lower abd,1
murmern heart,1
lump in l/thumb,1
nodule in eye,1
loose motions 1/52,1
jt pains 1/12,1
"ab,. pain",1
pain in l/elbow,1
dental   pain 1d,1
vomited 6 times today,1
isuria,1
dyuria,1
"diarroea,vomiting,",1
nsal beeding,1
nasal bleding,1
"had diarrhoea,body pain",1
ent bleeding,1
abd p 4 m,1
swelling upper gum,1
e n  t,1
vomiting 10t,1
joint pain and sw,1
lowerr,1
eb,1
loose motion 7,1
rt kj swe,1
01804028239,1
01802952919,1
l n enlarge,1
/,1
poor  wwwt gggggggaaain,1
unresponsivness,1
blunt trauama,1
lab testing,1
"vomiting, thr .pain",1
"vomiting, loose s",1
"knee jt pain,",1
pustuie,1
l/breast swelling and pain,1
aneurisis,1
poor wt gaain,1
ummmbil+,1
phimmosis,1
vommmiting,1
su wound,1
gasttritis,1
blow over l/eye,1
blow over l/arm,1
phym,1
01803886926,1
aaab paain,1
haie loss,1
sikn sepsis,1
sports injuryx2d,1
blakiah spots,1
01804027744,1
/ vitiligo,1
a rhinitis,1
abn gzait,1
pull injury to l/upper limp,1
ear di,1
"injury - minor,",1
lmph,1
assaulted by an other mate,1
burnt wound,1
enurisis,1
01804120796,1
"b pain,vomitig",1
pppoor v,1
loose stool .vomiting d1,1
eye wrinkling,1
e2d,1
heel tp pain,1
ppymosis,1
01802464923,1
01802795516,1
01802624674,1
mild allerg,1
bd p,1
mother request admission,1
01804116760,1
diisuria,1
rt lid sw,1
pain in legs 1/12,1
low b weight,1
enlarged  ln 3 days,1
ab pqin,1
hair loosing,1
r/s breast lump,1
ln+,1
pustular lesions,1
bleeding with urine,1
aqllergy,1
p  wt  gain,1
small l/ eye,1
jt pzain,1
l/s pulled elbow,1
lump at l/kj,1
stool problem,1
01710290550,1
warts on  hand,1
blod stained stools,1
eye stiye,1
01804113189,1
01803325099,1
bli8ster,1
trauma r/mastoid area,1
01802486116,1
trauma to  r/wj,1
"lower ab, pain",1
lump at l/lateral thigh,1
ssss,1
l/ankle injury,1
01803675774,1
"omitting, loose motion",1
abd  upper pain,1
twist injury to right thumb,1
mmotoor   delllaay,1
vimjiting,1
"loose motion 10 times , vomitting,",1
vomitting 4 times even with drugs,1
to review reports,1
phimosis  balanitis,1
"loose motion, vomiting  2 d",1
"loose motions, vomitting",1
vommmiiting,1
pppppppppppaaain,1
earrwax,1
upper abd pin,1
abnormal eye,1
burning pain in hands,1
issuriaa,1
lump l eye,1
01804130738,1
pain in legs 4/12,1
pain in r eye 3 d,1
"h, giddiness",1
01803949930,1
vishual problem,1
vom 7t today,1
pts 218,1
multiple  warts generalized,1
b/l eye rednessx2d,1
blood stained sputum 1d,1
l/ hip pain 3d,1
sore thrtoat,1
lump over deltoid region,1
"vomiting,bd pain 5d",1
ugh.rn,1
01804096889,1
arv 4 rh dose,1
"gh,",1
loin,1
rt abd,1
eqvina varus,1
vertigo eye pain,1
ptosis r/s,1
lump in r/ ext auditory meatus,1
tr auma to l/eye,1
l/ s breast lump,1
assault by known person,1
abnormal behavoir,1
dib 1d,1
slow learner,1
asd level 3,1
ever10 days,1
poor weightgain,1
01710316579,1
pain in the l/s testis 3d,1
loose stool 3 days,1
poa,1
lump at inguina,1
"sob,dizzy",1
01804128732,1
01803071941,1
blisters on head,1
uti nad,1
"ear,throat pain",1
sore t6hroat,1
diarrhoea 3t vom 2t,1
labd   pain,1
minor trauma to l knee,1
01802990471,1
sore throatt,1
lump at  r / inguinal region,1
heara,1
sounnd,1
loose     stools,1
sqquint,1
ll o a,1
dismenoria,1
diarrhea and dehydration,1
abnormal ity inl elbow,1
passing stools without knowledge,1
vomiting on monday,1
"vomiting 2d, diarrhoea + , npu today",1
pain in large jts l/lower limb,1
h/o - astigmatism,1
ing ln enlargment,1
ouuugh,1
rhinorrhoea,1
01803729274,1
abd paainn 2 weeks,1
lleg     pain,1
milk   aspiration,1
loose   mooooooootion,1
tounue tie,1
muurmur,1
vommmmitinng,1
ddddddisuriia,1
hand ppain,1
bow  lleggggggs,1
"ever,myalgia",1
rabbit  bite,1
meanerhegia,1
papitations,1
suutur reemoval,1
01804045712,1
abnormal lower limb,1
adb,1
vomited  2 times,1
head  injury,1
loose motins,1
01803158854,1
dysuria d1,1
jra,1
pain in r/ kj,1
enlarge  l nipple,1
poor wt gauin,1
avbd pain 1d,1
01802502326,1
os asd   l to r shunt,1
"diarrhoea,2d,",1
breast lump/mass,1
dysureaa,1
runny nose enlarged l n,1
disuria 3 days,1
"ab ,pain01",1
01803930450,1
abd.p,1
pain at r/inguinal herna,1
"vomiting,abd",1
plts-167,1
"loose motion 10 times day,",1
loose motions 10 times today,1
trauma to l-ear,1
arv4th  dose,1
bllod stained sputum,1
treated as pneumonia,1
sridor,1
l/loiin pain,1
"diarrhoea,2d watery",1
"vomiting,6times",1
pain rknee jt,1
01804105631,1
traaaaumaaa to headdd withh a mirror,1
trauma to r/bigtoe,1
bl joint pain kj,1
global developmental delay,1
abnnoormaal  behaviour,1
trauma by a tile,1
painin l/eye,1
wsorm tr,1
pain in r / kj 2d,1
pain in kjs,1
01802843167,1
sudden onset limping,1
t pain,1
01802380210,1
01802996247,1
vomiting 7t,1
sinusits,1
headiinjury,1
ithing anus,1
vomittingv 2 t today,1
"loose motion 8times , vomitting , uop less",1
loose motion  20 times per day,1
heart lesion,1
vision pro.,1
"ab ,pain ,vomiting",1
high pt,1
01690044670,1
"poor weight gain,",1
"body pain,loa",1
mental health,1
bleeding pr 3/12,1
large kidneies,1
01803105400,1
neke pppppain,1
red eys,1
absd pain,1
pain in both ears 12/12,1
trauma to l/ upper orbital bridge,1
and pain 3d,1
01802810380,1
l/knee pain 1w,1
unknown,1
pustula,1
trauma to genital  vulva,1
poor weight ggggain,1
phymosisss,1
ent trer,1
trauma ti l/eye,1
01802859445,1
marks,1
01803513355,1
haematurea 1d,1
vomiting 3 t,1
l/elbow wounds,1
vomiting 10 times last night,1
r/s ul pain,1
"mouth/disease,",1
01804102976,1
repeat vomiting,1
"vomiting,repeatedtly",1
small l/ ear,1
burn due to hot iron,1
disuuria,1
lummmp,1
body pain 1week,1
riight kj pa,1
hoarseness in l ear,1
pain in head,1
4th toe pain swelling,1
"vomiting,5 times,diarrhoea,4",1
lump in r/ sj,1
01804233102,1
lae hb,1
ln viral,1
ng insersion,1
lower abg p,1
masterbation,1
dizziness when walking 2d,1
teeth  problem,1
01804342903,1
burn on abdomen,1
"vomiting, loose stools low uop",1
blunt trauma to r/eye brow,1
ln3 weeks,1
tra7uma,1
red ness l eye,1
blsters,1
rpt 150,1
ouighj,1
twisting injury to ls ankle,1
sutuire remov,1
dysueroia,1
01700217373,1
"sxkin  l,",1
redx eye,1
everr4d,1
vomited 7 tim es,1
"dysuria , low uop",1
swelling in rs wrist,1
"ab ,painn 1 mnth",1
b/l kj pain 2 months,1
01802779817,1
ev1d sore tr,1
hit on running tw,1
01804341889,1
01803696895,1
01710525120,1
w-elbow,1
severe h avhe vom,1
rsgh,1
dog bite on 2023. 10. 24,1
r knee  jt pain,1
"ab, distended",1
knee jt pain 2 mnth,1
01802945426,1
lumps over spine,1
s-36,1
lump at abd,1
"bow legs,r-36",1
h1d,1
pain in  r/ear,1
loose sool,1
exostasis,1
01802601664,1
lip abnormality,1
head hit over another head,1
loin to groin pain 7d,1
ad as re,1
trauma groin,1
heamorhods,1
02377562,1
mountoux normal,1
"tennis elbow,",1
rt. peri orbital swelling,1
plts-159,1
ball blow,1
small genitaliya,1
r/ post auralsinus,1
bow legs01804358990,1
poor vision bl,1
visiopn,1
impaired hearing wax+,1
evr2d,1
abd pai9n,1
eye  dis,1
"r/s knee jt pain,ankal jt",1
wounds r/s ll,1
whjeez,1
knee jt pain 6 weeks,1
heavy meanstruation,1
01803796638,1
lump in l ear,1
01803276649,1
plts-183,1
and pain,1
trauma to r/thigh  pain over r/groin,1
pain along the legs-4yrs,1
r-32,1
w2,1
l abnormal posture,1
swelling inguinal area,1
blunt traumato r/eye,1
esquint,1
01804364410,1
"l/s ear pain,",1
bite injury,1
lip trauma,1
ll asymmetry,1
diarrhyoea,1
"vomitting, diarroea 4times",1
small aberration in ls shoulder,1
loose stool 1d/today bo 5 times,1
assult by a knon person,1
3d d,1
rerd eye,1
pain l/hand,1
loose motion 6 times today,1
phyymosis,1
lump at anous,1
pain in  ear,1
pain over l/ul,1
r/,1
bl ear wax+,1
pain  r/eye,1
sudden onset visual loss,1
01804071049,1
ugh abd oain,1
abnorm in genitalia,1
ht mumur,1
swelling genitalia,1
sorwe thr,1
eyeprob,1
01804017307,1
skuin rsh,1
"red eye,4d",1
ever 1 day,1
blistrs herpez zoster,1
lower leg pain,1
head hit over window pan,1
vomited  4 times,1
loose stools - 1 d,1
solitary right kidney,1
bitten by a monkey,1
bmi-r-18,1
knee joint pain  4/12,1
wlound,1
swelling mouth,1
trauma to l/2nd toe,1
"sob,vomiting,",1
ureathritis,1
painin penis,1
deir vom,1
iearning problems,1
alle,1
anal bleeding,1
vomiting.,1
pain in l big toe,1
abdominal disten,1
01802619138,1
viral diarrhorea,1
vomiting and diarrhorea,1
bno  2 days,1
l/ arm pain,1
phimopsis,1
edye,1
severe abdomnal pain-2d,1
asob,1
diar vom,1
"vomiting,2/52 admit",1
burn-hot water-16th,1
toothake,1
01804325734,1
w-admit,1
lump at r/axila,1
11.6,1
rt ear b,1
redness l/eye d1,1
l n inguanal area,1
loosestools vomi,1
01803311057,1
small aberration on upper lip,1
loose motion-,1
vom5t,1
sub mental ln enlazrgment,1
dog  bite yesterday,1
abaration penis,1
trauma r 2nd toe yesterday,1
01803862976,1
push by another student,1
01803276292,1
sorev t,1
eoesinophelia,1
01803277431,1
"vomiting, 2 d",1
01802544286,1
loose stoolwes,1
repeated vomiting more than 8 times within 1h,1
01804317921,1
h/o trauma to l/eye  5 yrs ago,1
throat pain and body pain,1
loose stools vomi low uop,1
mild low hb,1
r kj mild swelling,1
dskjinl whole body,1
nasal bleebing,1
nasal bleedins,1
loose stools  1 d,1
wheeszing,1
vom 7t dir 2t,1
seizure - 1st episode,1
",st,v",1
w2d,1
01803370715,1
red etye,1
loose motionb,1
small blister,1
rtki,1
lump in the right eye,1
portal hypertension,1
burning pain in soles,1
"diarrhoea, 7d",1
abnormal bowl habits,1
v d 1d,1
r/thumb abnormality,1
"vertigo/dizziness,1 week,today morning",1
r ln enlarg,1
loose stool  3d,1
"v,ds",1
"dysurea,vomiting",1
stray dog bite on b/l legs,1
01804338133,1
dog bite yesterday around 3 pm,1
"swelling,at l/inguinal hernia",1
ln r/ upperarm,1
pain in l/ kj 1d,1
pain in  l/kj,1
dresssing,1
"diarrhoea,vomiting,body pain",1
01803023868,1
passing stool without knowing,1
unknown bitr,1
01802722601,1
vomitoing 2 times,1
lump at r/s breast,1
web deepning,1
dir vom no,1
"loose stool,vomiting 5d",1
eye drops,1
supplimentary repoet,1
"bd,pain",1
gandlion,1
"v,st",1
w-at axilla,1
trauma to right lower eye lid,1
01803522356,1
pain in r/kj 1/52,1
",d,v",1
lump in l/ear lobe,1
"vomiting,diarrhoea  3d",1
"diarrhoea 5d ,vomiting,",1
"loose stool 2d,nausea 2d",1
oose motion,1
"uti,diarrhoea",1
sever dehydration,1
dog bite on leg,1
parulent dx-2/52,1
"trauma/injury nos,to the eye",1
"trauma/injury nos, to r-ear",1
looise motion,1
alterred bowel ha,1
dog bite on ls ankle yesterday,1
periorbital,1
blood stained stool 3d,1
01802808715,1
trauma- 2 nd visit,1
"vomiting,3/9,diarrhoea,1d",1
plts 151,1
01803991676,1
eating abnormality,1
01803193323,1
pain in  r/ll,1
inguinal lypmphadinopathy,1
01803077534,1
smelli urine,1
l/suborbital swelling,1
r/s  kj pain,1
rti w high esr,1
eye irrita,1
01803251485,1
wzeeing,1
blinkking eyes,1
lower lip wound,1
bl heel pain,1
r /aj pain,1
l/pain at breast,1
pain at l eye,1
numbnes toes,1
sob-sudden onset,1
dead nails,1
visioin,1
wound r/leg,1
pan aong the legs,1
hip pain-r/l,1
hot water burn on r/s thigh and rs eyelid,1
hypopigmented rsh,1
anus-28,1
"body pain,throat pain,eye pain,",1
udt,1
r / ll abnormality,1
loose stools  5 days,1
troat pain 3d,1
breast swelling,1
pain in l breast,1
heamorrhods,1
duuysuria,1
lowe limb weakness,1
dt,1
burn with hot pan -yesterday,1
wrid,1
01804392239,1
erythemat,1
01804149068,1
uler,1
trauma to r/upper limb,1
pain in ls wrist and hand,1
trauma to head 5pm,1
r/ll pain 2/52,1
"phymosi,sst",1
wouunds in l/leg 1w,1
burn r-wound 6.45pm,1
burns with hot spoon 11.30am,1
diarreoa,1
hot oil burn on ls lower limb,1
redb eye,1
"rti,plts-199",1
plts 202,1
traumata mouth,1
unable to eat,1
vom 5t  diarrrhoea no,1
had dysuria,1
mild anaemia,1
01802491215,1
eye oedema,1
jopint p,1
blow by a wooden bar,1
immature l/hip,1
tremors on salbutamol,1
low plt.,1
low  body wt,1
01803225372,1
"diarrhoea,redness aroundd anus",1
leg p 10 m,1
plts-174,1
bno 4days,1
patient not seen,1
normal hb,1
poorly resolving pneumonia,1
tenderness in breast,1
01802632784,1
01804412144,1
heart ds,1
01804022018,1
nose hit by a head,1
periobital oedema,1
abd distention bno 1d,1
27,1
high heart rate 130/mt,1
bat hit on lip,1
trauma r-5th toe,1
p-v,1
oral trush,1
swelling over both inguinal region,1
a r/ej trauma -yesterday,1
01804414942,1
ever2months,1
01802936078,1
lump in r/leg,1
rat poison ingestion,1
r/elbow and wrist pain,1
erosion,1
wound in throat,1
eye oedoiema,1
leg numbness,1
abd.pasin,1
b/l gross hn and hu,1
rt kj pa,1
minor trauma to thigh,1
loose motion 3,1
wound over  penis,1
plts-189,1
"r/s loin to groin pain 2d,dysurea",1
rb ab. pain 2 d,1
burns with hot oill yesterday,1
lymphdintis,1
haed,1
sep,1
"boil,",1
01804119921,1
"minor trauma r,eye",1
kl painjoint,1
exzema,1
l/s ear - small swelling,1
ankl pain,1
a leather ball hit l/upper arm,1
a j pain,1
"diarrhoea,1 monthe",1
"vomiting,3 times today,bno 3d",1
pain in r side,1
l/kneejoint pain,1
multiple dog bite wounds,1
pain on ls hand,1
hot water burn -11.30am,1
swelling pain l/ear2d,1
o0ugh,1
01802762987,1
erythema,1
an enlarged ln under l/jaw,1
"vomitting 4times , uop ok",1
trauma  tor  ear,1
repeated vomitking,1
a small lump at lower lip,1
diarrhoe4a 4d,1
trauma to thigh,1
red eye diarrhoea,1
pain l/kj,1
"vomiting ,loose stool d1",1
ougth,1
pain at jaw,1
lymphaadenitis l/inguinal area,1
pain behind l/ear-2/52,1
01802992337,1
abds.pain,1
trauma to reye,1
dog  bite 6pm on 3-11-2023,1
01803233863,1
trauma to r  big toe,1
bno x 7,1
uop in,1
01804378303,1
burn with hot milk and sugar 3 days ago,1
01804154019,1
bno x1,1
blood testing,1
ever x 5,1
01802872232,1
01804390308,1
trauma by tire,1
sutyre removal,1
vomitting with diarroea 4days,1
sneezing 6/12,1
blurred vision yesterday,1
blisters/warts,1
10.9,1
r-sports unit,1
01803385739poor memmory,1
lymp h  node,1
01804222238,1
uss ab,1
plt-189,1
/ haemophilia a,1
dryu mouth,1
depresed skull,1
01803289311,1
r/kj and r/aj pain,1
rawsh,1
blow l/eye,1
hit over table,1
01803376381,1
irritable,1
ln   enlarged,1
"v,loose stool",1
ask to reveiw,1
01803657731,1
pruritus palms,1
01710050624,1
lump over anus,1
01803801750,1
"diarrhoea,today,vomiting,",1
poor wt gaoin,1
vomited 4 timed,1
01804388104,1
"vomiting ., loose stools",1
trauma l/thumb yesterday,1
menses,1
looose stools,1
01802773273,1
"n,v",1
01804387460,1
01804387486,1
01804240388,1
leg pain 1 year,1
tender r breast,1
hit the head on a wall while jumping on bed,1
plts  162,1
pruritus valvae,1
teania versi,1
urine dropping,1
lump at inqunel,1
mild swelling at inquinal,1
wound behindn ear,1
dysurea/pain at penis,1
pain swelling l/ kj,1
d eye,1
tsh  high,1
vaginal dys,1
eat pain,1
ll pain 1/52,1
bilateral lumps,1
trauma to nose-11.30am,1
hot burn with iron-yesterday,1
trauma l/aj 11.30am,1
"vomiting,d",1
vp-26,1
bowiong legs,1
hit with umbrella by unknown person,1
oraltrush,1
blood staied stools,1
urine dripping,1
lumbar lotdosis,1
01804229357,1
ghastrrtis,1
r/ll weakness,1
01804380440,1
vomiting 15  times,1
nasal obstrution 1w,1
anbd,1
post op management,1
avm,1
"n 73, uti",1
physio,1
l hand tremors,1
abnormaql gait,1
trauma to l/supra orbital region,1
lump over l eye,1
rapid ht rate,1
anbd.pain,1
"burning pain , v",1
ev2d,1
walkingproblem,1
l/sknee jt pain 8monthes,1
l/s knee jt pain 2weeks,1
trauma l/2ndtoe yesterday,1
trauma l 2nd toe yesterday,1
"vertigo,vomiting,",1
"ithing eye,",1
pain r/s knee jt,1
ak pop got loose on rs lower limb,1
"rti, uti",1
puj obstrution,1
skkul,1
01803289204,1
01803254984,1
injury eye other.,1
pain in l ankle,1
rt hernia,1
vomitting 1day,1
"vom 2d,10t",1
r/ ear dx,1
sjkin leee,1
hot water burn x2d,1
poor studires,1
b kj pain,1
01803293966,1
sxkin,1
valval dx,1
blood vom 2t,1
01802931319,1
loose motions 3days,1
blunt trauma to r/e,1
www,1
diarrhoea 2t,1
rt ankle pain,1
01700192485,1
01804261145,1
aggrasive behavior,1
swelling kneel,1
pain over r hand,1
trauma  r/leg,1
oral wou.,1
01804253845,1
r/s eye redness,1
blood staied stool today,1
"loose stool,4d,vomiting 2d",1
01803777539,1
dysurua,1
aaab. pain,1
trauma r ankle,1
looe stool,1
pain on l/kj,1
poor wt bain,1
law platelets admit,1
pai n ankle,1
tttrauma,1
l/s enlarge lymph nodes,1
"diarrhoea,loa",1
wounds in ll,1
01804026241,1
bl pv,1
vom nausea,1
dog biote,1
trauma to l u/l,1
dragged hand,1
"aabd,nausea",1
abd.papn,1
loose mortion,1
trauma ti head,1
dysmenohhorea,1
dragged by hand,1
rb ear pain,1
wormn,1
swealing r groin 1 d,1
hit over bar,1
swelling and redness over r/ul,1
l/ thyroid nodule,1
"sensitivity test,dies",1
plts 208,1
enlarge,1
mental heaith,1
ear axhe,1
bow lega,1
assaulted by brother at 9.30pm,1
vomitt 2times,1
loose motion 5times daily 3d,1
nasal bridge swelling,1
vvommiiittting,1
body paaain,1
vomitting diarrhoea,1
"vomiting,vertigo admit",1
watery diarrhea,1
"abd distension , vomiting",1
valval pain,1
abd.ain,1
involuntary m,1
pain in elbow,1
r/i nguinal hernia,1
hmd,1
holding breath while drinking milk,1
strabismus,1
pain and swelling above l/ elbow 1d,1
gassstrrrrrittttis,1
head nodding,1
"throat paaain,",1
a bite,1
"dib, nausea",1
abnormal r/ ear,1
diarrhoea  1/52,1
01804267159,1
"loose motion,low apetite",1
vomitting4times,1
over weright,1
"eye pain,01700187873",1
digit abnormality,1
aler,1
01802928398,1
07000266,1
lump in l/ ej,1
tortion,1
01804262747,1
pain in kj 1d,1
delayed puberty,1
injury to nose,1
pain and blurred vision in r/eye    1/52,1
"tonsilitis , phelm with blood",1
tonsitlitis,1
body pain  poor appetite and poor weight gain,1
01700135237,1
01803046471,1
arv 2nd  visit,1
diarrhioea several times,1
plts 207,1
01804264198,1
01710686013,1
er2d,1
loose motions 7days,1
ore throat,1
01803195674brittle nails,1
01803076999,1
redness around the mouth,1
soe troat,1
peri orbital odema,1
"loose stool 4d,vomiting 2d",1
lump in mouth,1
"diarrhoe  4 timesa,vomiting,4times",1
mumer,1
warts over both hands,1
r/ inguinal ln,1
urine ketone bodies 3+,1
sub mandibula ln,1
abd. gain1mon,1
impaired movement r thumb,1
trauma to head 7pm,1
nausea 2d,1
smelly ears,1
peri orbital oedeama,1
"vomiting 4d,loose stool 4d",1
pain at l/ej,1
kitten bite x2d,1
ever1week,1
nail bite,1
sdabies,1
pain sole,1
pain while passing stols,1
uop more,1
vomiting and nasal regurgitation,1
loose bmotion,1
r/eye llergy,1
hypopigmenttted areas on hand,1
eye paion l eye,1
sore throaaat,1
paqin    r/leg,1
paqin at jaw,1
ssore throat,1
01803854023,1
gog bite,1
"vom, sore throat",1
lump in lower eye lid l/s,1
l/ankle,1
ab paain 1 d,1
"vsd, asd pt",1
loin pain2d,1
vomitng d1,1
vomitting 4,1
vomitting1,1
loose motions 2 times,1
loose motion 5t,1
trauma to l/eye 4months ago,1
01804223731,1
hernia b/l,1
tyauma  to l/shuulder,1
l node  single,1
a dog has jumped on to l/upper limb,1
rr/ear trauma,1
r wrist pain 2 weeks,1
vomiting . diarrhoea,1
01803964343l ear pain 4 d,1
01802766004,1
01803196144,1
udsn testis,1
l/ ln,1
axillar lump,1
01802564243,1
rs pain,1
sepsis ski9n,1
aabnormal behaviour 1/12,1
bleeding pr one episode,1
multiple joint pain 6months,1
10.3,1
hit over well,1
sore thropat,1
vomiting5 times,1
8am,1
redpalm,1
urethral dis,1
extra upper tooth eruption,1
01803572344,1
b/l hearing iompairement,1
pwt,1
r 34,1
hb 7.5mmhg,1
pain alongl/leg,1
loose motion 3time,1
squint today,1
"red eye,today",1
eeeee,1
lump over l/ ear lobe,1
joint bpain,1
01804245155,1
blurrd vision,1
1-2 blisters over body,1
injury to r/leg,1
oedema around,1
"wou,bedwetting/enuresis,",1
sugar rbs,1
abd . pain loose stools,1
mental  health,1
jp,1
wr tr,1
